,Competition,Strength training,Recovery,Supplements,Cardiovascular training,Physiotherapy,Cancelled enrollment_False,Cancelled enrollment_True,Past injuries_False,Past injuries_True,Outcome
8118,2,74,52,51,571,0,1,0,1,0,1
8119,3,206,7,25,0,0,1,0,0,1,1
8120,1,731,338,221,990,33,1,0,0,1,1
8121,0,211,0,11,140,0,1,0,0,1,1
8122,1,138,75,62,10,11,1,0,1,0,0
8123,0,222,0,9,75,8,1,0,1,0,1
8124,1,1290,888,448,945,43,1,0,0,1,1
8125,1,1532,690,289,1307,43,1,0,0,1,1
8126,3,493,12,33,69,0,1,0,0,1,1
8127,2,13,1,41,253,0,1,0,1,0,1
8128,3,246,30,19,33,0,1,0,1,0,1
8129,3,0,2,0,0,0,1,0,0,1,0
8130,2,61,104,39,6,86,1,0,0,1,0
8131,1,356,612,230,716,26,1,0,0,1,1
8132,1,1232,942,333,804,80,1,0,1,0,0
8133,0,219,57,32,0,0,1,0,1,0,1
8134,1,612,240,253,865,1,1,0,0,1,0
8135,2,55,0,17,0,0,0,1,1,0,0
8136,2,196,141,104,7,0,1,0,0,1,1
8137,2,405,175,89,278,0,1,0,1,0,0
8138,0,162,14,38,79,0,1,0,0,1,1
8139,3,150,0,26,176,0,1,0,0,1,1
8140,3,413,2,21,92,0,1,0,0,1,1
8141,0,950,805,25,206,260,1,0,0,1,1
8142,1,677,4,166,719,0,1,0,0,1,1
8143,0,77,4,15,23,0,0,1,0,1,0
8144,1,1315,53,288,52,15,0,1,1,0,0
8145,0,912,101,41,0,0,1,0,0,1,1
8146,1,2055,4228,717,2194,55,1,0,0,1,1
8147,2,26,101,39,194,0,0,1,1,0,0
8148,3,19,9,3,0,0,1,0,0,1,0
8149,2,1345,120,267,1838,0,1,0,1,0,1
8150,1,79,38,82,1,3,0,1,0,1,0
8151,0,448,207,98,0,0,1,0,1,0,1
8152,3,3,37,11,59,0,1,0,1,0,1
8153,0,572,108,1,111,173,1,0,1,0,1
8154,2,177,124,80,270,0,1,0,1,0,1
8155,2,268,8,83,180,0,0,1,1,0,0
8156,0,512,1346,47,227,126,1,0,0,1,1
8157,0,372,416,23,85,0,1,0,0,1,1
8158,0,219,20,1,93,0,1,0,0,1,0
8159,0,79,0,15,2,0,1,0,0,1,0
8160,3,332,13,36,53,0,0,1,0,1,0
8161,2,73,274,131,785,0,1,0,1,0,1
8162,1,1325,873,466,1069,18,1,0,1,0,1
8163,1,1226,201,338,695,8,1,0,0,1,1
8164,3,769,513,42,144,0,1,0,0,1,1
8165,2,16,0,11,74,0,0,1,1,0,0
8166,0,214,32,11,124,0,1,0,0,1,0
8167,1,313,114,249,813,2,1,0,0,1,0
8168,0,106,22,4,47,0,1,0,0,1,0
8169,1,133,59,89,121,0,0,1,0,1,0
8170,0,1235,354,192,0,0,1,0,1,0,1
8171,3,61,147,41,147,0,1,0,0,1,0
8172,2,10,55,32,287,0,1,0,1,0,0
8173,2,163,121,428,6,78,1,0,0,1,0
8174,1,1408,122,225,547,31,1,0,0,1,1
8175,2,320,1208,291,25,133,1,0,0,1,1
8176,2,505,220,227,1160,0,0,1,1,0,0
8177,0,123,76,24,65,0,1,0,0,1,1
8178,1,476,33,159,248,2,1,0,0,1,0
8179,1,2175,228,474,901,96,1,0,0,1,1
8180,0,51,0,1,92,0,1,0,1,0,1
8181,2,16,27,72,509,0,1,0,0,1,1
8182,0,18,17,9,4,0,1,0,0,1,0
8183,0,215,91,36,80,0,1,0,0,1,1
8184,2,213,305,176,11,0,1,0,1,0,1
8185,1,1504,483,328,908,18,1,0,0,1,1
8186,1,3600,451,724,748,52,1,0,0,1,1
8187,0,138,45,24,152,0,1,0,0,1,1
8188,2,157,148,105,5,35,1,0,1,0,0
8189,2,38,14,62,289,0,1,0,1,0,1
8190,2,48,48,78,13,0,1,0,1,0,1
8191,1,976,279,215,555,36,1,0,0,1,1
8192,1,856,4,117,497,16,1,0,0,1,1
8193,0,507,58,59,0,0,1,0,1,0,1
8194,3,35,593,36,43,0,0,1,1,0,0
8195,2,153,12,46,1030,0,1,0,1,0,0
8196,1,616,619,185,156,53,1,0,0,1,0
8197,1,618,222,169,687,0,1,0,0,1,1
8198,2,225,63,94,21,0,1,0,0,1,1
8199,2,435,19,277,9,99,1,0,0,1,1
8200,3,12,2,11,56,0,1,0,1,0,0
8201,3,38,115,43,76,0,1,0,1,0,1
8202,2,104,8,65,4,10,0,1,1,0,0
8203,3,67,1143,88,121,0,1,0,1,0,1
8204,1,544,34,167,994,21,1,0,0,1,0
8205,0,523,534,33,145,0,1,0,0,1,1
8206,1,1457,151,216,394,12,1,0,0,1,1
8207,2,205,295,251,20,0,1,0,0,1,1
8208,3,32,34,28,76,0,1,0,0,1,1
8209,1,1758,527,350,1047,35,1,0,0,1,1
8210,3,3,100,15,85,0,1,0,1,0,0
8211,0,419,156,44,160,76,1,0,1,0,1
8212,1,129,67,73,0,4,0,1,0,1,0
8213,1,244,22,41,0,0,0,1,1,0,0
8214,2,11,22,0,0,0,0,1,0,1,0
8215,1,810,24,205,583,34,1,0,0,1,1
8216,1,284,217,104,284,0,0,1,0,1,0
8217,3,98,1,31,4,0,1,0,0,1,0
8218,2,104,35,47,0,7,1,0,0,1,1
8219,3,3,34,8,0,0,0,1,0,1,0
8220,1,557,353,135,26,16,1,0,0,1,0
8221,2,381,597,416,18,105,1,0,0,1,1
8222,1,1019,26,126,620,10,1,0,1,0,1
8223,0,67,4,27,102,0,1,0,0,1,1
8224,3,46,104,44,19,0,1,0,1,0,0
8225,0,615,19,46,140,0,1,0,0,1,1
8226,1,228,137,117,125,10,1,0,0,1,0
8227,3,50,26,22,211,0,1,0,1,0,0
8228,1,650,474,406,3882,19,1,0,0,1,0
8229,1,49,46,27,0,0,1,0,0,1,0
8230,2,118,243,40,4,10,0,1,1,0,0
8231,2,280,50,323,832,0,1,0,1,0,0
8232,1,227,136,107,17,1,0,1,1,0,0
8233,2,64,39,34,129,0,0,1,1,0,0
8234,3,51,424,71,5,0,1,0,0,1,0
8235,1,990,304,321,744,0,1,0,0,1,1
8236,0,516,318,9,95,4,1,0,0,1,0
8237,2,215,298,180,9,63,1,0,0,1,1
8238,2,856,771,781,24,91,1,0,0,1,1
8239,3,162,351,141,88,0,1,0,1,0,1
8240,2,12,25,25,65,0,0,1,1,0,0
8241,1,464,207,226,357,5,1,0,1,0,0
8242,2,1250,99,180,541,0,1,0,0,1,1
8243,2,37,310,56,287,0,0,1,1,0,0
8244,3,86,210,36,14,0,1,0,0,1,1
8245,1,114,31,36,0,1,1,0,1,0,0
8246,0,145,36,47,119,0,1,0,0,1,1
8247,1,342,514,229,228,7,0,1,0,1,0
8248,2,67,827,139,32,27,0,1,1,0,0
8249,3,30,85,11,98,0,1,0,1,0,1
8250,3,15,32,23,0,0,1,0,0,1,0
8251,0,95,0,0,62,5,1,0,1,0,0
8252,3,146,0,6,112,0,1,0,0,1,0
8253,1,1016,387,337,927,18,1,0,0,1,1
8254,1,2752,124,465,842,79,1,0,0,1,1
8255,3,1067,339,82,152,0,1,0,0,1,1
8256,2,17,7,11,72,0,1,0,1,0,0
8257,0,1184,290,18,170,414,1,0,0,1,1
8258,0,986,635,58,243,350,1,0,0,1,1
8259,0,245,3,69,127,123,1,0,0,1,1
8260,3,97,51,12,45,0,0,1,0,1,0
8261,3,57,4,6,58,0,0,1,1,0,0
8262,1,984,411,259,1001,14,1,0,0,1,1
8263,1,1733,480,386,1029,7,1,0,0,1,0
8264,1,2683,615,408,639,21,1,0,0,1,1
8265,2,7,32,17,212,0,1,0,1,0,1
8266,2,101,33,54,407,0,1,0,1,0,1
8267,1,2073,297,391,614,49,1,0,0,1,1
8268,0,83,26,24,76,0,1,0,0,1,1
8269,0,810,345,19,178,89,1,0,0,1,1
8270,2,356,189,485,34,129,1,0,1,0,0
8271,2,5,22,23,139,0,0,1,1,0,0
8272,2,370,80,182,3,0,1,0,1,0,1
8273,3,89,721,58,135,0,1,0,1,0,0
8274,2,3,9,8,33,0,0,1,1,0,0
8275,3,680,0,24,200,0,1,0,0,1,1
8276,0,82,27,59,0,0,1,0,1,0,1
8277,1,1346,126,295,696,16,1,0,0,1,1
8278,0,491,18,112,0,0,1,0,0,1,1
8279,3,34,0,5,84,0,1,0,1,0,1
8280,2,260,63,51,3,0,1,0,1,0,0
8281,0,1635,194,17,261,267,1,0,0,1,1
8282,1,131,12,84,515,0,1,0,1,0,0
8283,3,10,70,10,59,0,1,0,1,0,1
8284,0,101,8,26,180,0,1,0,0,1,1
8285,2,211,3,42,126,0,1,0,1,0,0
8286,0,116,63,63,34,0,1,0,0,1,0
8287,3,1,4,3,34,0,1,0,1,0,0
8288,3,57,1,10,37,0,1,0,0,1,1
8289,1,897,158,340,736,28,1,0,1,0,1
8290,2,87,444,71,455,0,1,0,1,0,1
8291,1,2574,146,434,236,31,1,0,0,1,1
8292,0,251,0,10,140,0,1,0,0,1,1
8293,1,3313,827,735,1111,103,1,0,0,1,1
8294,0,905,225,50,151,0,1,0,0,1,1
8295,2,58,10,98,2,0,1,0,0,1,0
8296,0,191,10,25,34,0,0,1,0,1,0
8297,3,200,13,19,25,0,1,0,0,1,1
8298,0,816,893,52,162,645,1,0,0,1,1
8299,3,29,596,22,79,0,1,0,1,0,1
8300,2,65,0,51,188,0,1,0,1,0,0
8301,0,420,283,86,0,0,1,0,0,1,1
8302,1,967,189,207,460,19,1,0,0,1,1
8303,1,57,58,39,0,0,0,1,1,0,0
8304,0,1017,839,45,84,317,1,0,0,1,1
8305,2,121,487,365,17,75,1,0,0,1,1
8306,2,21,2,31,181,0,1,0,1,0,0
8307,1,2795,833,687,976,80,1,0,0,1,1
8308,3,60,125,95,72,0,1,0,1,0,1
8309,0,53,7,38,0,0,1,0,1,0,0
8310,3,87,172,67,99,0,1,0,1,0,1
8311,1,425,100,197,648,1,1,0,0,1,1
8312,0,66,7,11,106,0,1,0,1,0,1
8313,1,51,25,34,71,0,1,0,0,1,0
8314,1,88,38,34,0,2,0,1,1,0,0
8315,3,27,39,41,30,0,1,0,1,0,1
8316,0,104,3,3,101,0,1,0,0,1,1
8317,2,356,662,388,23,0,1,0,0,1,1
8318,0,14,0,10,1,0,1,0,1,0,0
8319,0,260,230,24,148,0,1,0,0,1,1
8320,1,2957,345,398,796,70,1,0,0,1,1
8321,1,339,95,67,3,26,1,0,0,1,0
8322,3,1,0,3,22,0,1,0,1,0,0
8323,1,1628,192,476,884,21,1,0,0,1,1
8324,2,272,123,147,8,82,1,0,0,1,1
8325,0,78,0,7,101,0,1,0,0,1,1
8326,2,1137,11,90,1325,0,1,0,1,0,1
8327,1,1740,197,328,518,8,1,0,0,1,1
8328,2,24,0,30,235,0,0,1,1,0,0
8329,1,182,36,77,50,2,0,1,0,1,0
8330,2,172,289,419,72,90,0,1,1,0,0
8331,1,1653,61,325,788,34,1,0,0,1,1
8332,0,206,39,26,6,114,1,0,0,1,1
8333,2,33,0,19,1,0,1,0,1,0,0
8334,1,389,157,71,81,30,1,0,0,1,0
8335,2,354,494,193,365,0,0,1,1,0,0
8336,3,2457,1392,181,103,0,1,0,1,0,1
8337,3,618,60,32,155,0,1,0,0,1,1
8338,0,191,886,44,97,0,1,0,0,1,0
8339,3,35,7,42,66,0,1,0,0,1,1
8340,1,37,15,24,0,0,1,0,1,0,0
8341,0,143,29,4,101,0,1,0,0,1,1
8342,3,96,0,0,0,0,1,0,0,1,0
8343,1,726,201,251,824,0,1,0,0,1,0
8344,0,298,55,41,129,3,1,0,1,0,0
8345,0,55,0,8,65,0,1,0,0,1,1
8346,1,1706,737,324,1029,143,1,0,0,1,1
8347,2,410,485,373,3126,0,1,0,1,0,1
8348,1,180,774,144,65,11,0,1,1,0,0
8349,0,233,84,15,97,0,1,0,0,1,1
8350,1,78,86,51,0,0,0,1,1,0,0
8351,2,72,22,21,3,27,1,0,0,1,0
8352,2,586,696,370,32,212,1,0,1,0,1
8353,3,16,0,8,44,0,0,1,1,0,0
8354,2,9,11,8,154,0,0,1,1,0,0
8355,1,302,627,258,847,0,1,0,0,1,1
8356,3,252,123,10,4,0,1,0,0,1,1
8357,3,10,1823,23,48,0,0,1,1,0,0
8358,1,78,82,54,194,0,1,0,0,1,0
8359,2,52,106,76,1760,0,1,0,1,0,1
8360,3,5,0,0,0,0,1,0,1,0,0
8361,1,42,16,36,126,0,1,0,0,1,0
8362,2,62,0,17,4,0,1,0,1,0,0
8363,3,4,75,11,40,0,1,0,1,0,1
8364,1,42,17,31,52,0,0,1,0,1,0
8365,3,28,192,71,122,0,1,0,1,0,1
8366,0,485,31,1,155,104,1,0,0,1,1
8367,0,708,130,41,218,594,1,0,0,1,1
8368,3,21,306,54,121,0,1,0,1,0,1
8369,3,333,8,30,60,0,1,0,0,1,1
8370,3,45,9,44,92,0,1,0,1,0,1
8371,0,421,152,31,69,37,1,0,1,0,1
8372,0,274,146,26,102,0,1,0,0,1,1
8373,2,373,951,498,39,359,1,0,0,1,1
8374,1,1940,465,314,490,33,1,0,0,1,1
8375,0,121,17,18,69,0,1,0,0,1,1
8376,2,129,211,152,14,126,1,0,0,1,1
8377,3,0,24,1,19,0,1,0,1,0,0
8378,3,103,0,21,28,0,1,0,1,0,1
8379,0,1535,644,129,147,0,1,0,0,1,1
8380,2,127,387,190,8,149,1,0,0,1,1
8381,2,6,9,4,90,0,0,1,1,0,0
8382,0,1045,147,27,153,530,1,0,1,0,1
8383,0,655,363,158,326,645,1,0,1,0,1
8384,0,295,38,17,112,0,1,0,0,1,1
8385,2,2,0,3,0,0,0,1,0,1,0
8386,3,29,408,66,39,0,0,1,1,0,0
8387,2,248,1066,395,21,127,1,0,0,1,1
8388,1,83,37,65,43,0,1,0,0,1,0
8389,3,99,8,87,49,0,1,0,1,0,1
8390,2,99,27,34,3,0,1,0,0,1,0
8391,0,632,64,18,113,262,1,0,0,1,1
8392,1,2346,951,499,1199,61,1,0,0,1,0
8393,0,1455,629,47,100,364,1,0,0,1,1
8394,1,2262,522,365,897,35,1,0,0,1,1
8395,2,151,391,171,16,195,1,0,0,1,1
8396,3,47,218,33,89,0,1,0,1,0,1
8397,2,126,366,161,269,0,1,0,1,0,1
8398,2,88,380,188,10,75,1,0,1,0,1
8399,1,4,20,2,0,0,0,1,0,1,0
8400,2,67,65,74,475,0,1,0,1,0,1
8401,1,3634,639,775,1015,41,1,0,0,1,1
8402,1,1063,440,310,497,2,1,0,0,1,0
8403,3,39,2263,56,109,0,1,0,1,0,1
8404,2,137,27,132,1297,0,1,0,1,0,1
8405,2,656,57,78,473,0,1,0,1,0,0
8406,2,34,67,29,2,14,0,1,0,1,0
8407,2,753,176,162,414,0,1,0,1,0,1
8408,2,356,222,377,22,0,1,0,0,1,1
8409,2,12,9,29,90,0,1,0,1,0,0
8410,0,212,20,6,122,0,1,0,0,1,1
8411,3,36,63,26,122,0,1,0,1,0,1
8412,2,77,139,326,16,153,1,0,0,1,1
8413,2,23,0,9,187,0,1,0,1,0,1
8414,1,176,23,70,97,0,0,1,0,1,0
8415,0,539,216,14,77,192,1,0,0,1,1
8416,1,259,171,135,0,3,0,1,0,1,0
8417,0,207,14,26,82,128,1,0,1,0,1
8418,2,317,153,294,33,43,1,0,0,1,1
8419,3,558,10,12,0,0,1,0,0,1,1
8420,3,6,0,3,0,0,1,0,1,0,0
8421,2,283,418,292,9,59,1,0,0,1,1
8422,0,627,104,10,105,1,1,0,1,0,1
8423,1,2728,596,526,1118,73,1,0,0,1,1
8424,3,1542,190,78,125,0,1,0,0,1,1
8425,0,665,208,97,0,0,0,1,0,1,0
8426,0,588,70,30,138,0,1,0,0,1,1
8427,1,1644,281,273,1009,40,1,0,0,1,1
8428,3,66,264,63,105,0,1,0,1,0,1
8429,2,381,1327,89,567,0,1,0,0,1,1
8430,3,39,950,138,75,0,1,0,1,0,1
8431,1,561,168,199,243,14,1,0,0,1,0
8432,3,50,34,50,41,0,0,1,1,0,0
8433,2,150,94,60,739,0,1,0,0,1,1
8434,1,219,479,145,3,9,0,1,0,1,0
8435,1,4027,983,655,899,156,1,0,0,1,1
8436,1,878,323,266,476,4,1,0,0,1,0
8437,1,99,26,48,3,1,1,0,1,0,0
8438,2,329,109,103,16,0,1,0,1,0,1
8439,0,981,468,16,142,186,1,0,0,1,1
8440,2,25,0,15,115,0,0,1,1,0,0
8441,0,549,25,90,154,0,1,0,0,1,1
8442,2,1142,316,141,669,0,1,0,1,0,1
8443,1,3058,210,428,780,56,1,0,0,1,1
8444,3,696,131,23,62,0,1,0,0,1,1
8445,1,1314,547,255,1743,26,1,0,0,1,1
8446,3,649,460,96,140,0,1,0,1,0,0
8447,1,2882,449,665,817,35,1,0,0,1,1
8448,3,41,148,20,78,0,1,0,1,0,1
8449,2,224,389,298,12,91,0,1,0,1,0
8450,1,1182,203,229,809,5,1,0,0,1,1
8451,3,134,163,141,116,0,1,0,1,0,1
8452,1,2523,964,369,634,42,1,0,0,1,1
8453,0,201,84,8,134,0,1,0,0,1,1
8454,1,1237,145,295,741,15,1,0,1,0,0
8455,1,63,48,33,129,1,0,1,0,1,0
8456,2,188,46,176,783,0,1,0,1,0,1
8457,1,479,72,158,408,1,0,1,0,1,0
8458,1,1084,183,257,1291,29,1,0,0,1,1
8459,2,74,0,41,1,0,1,0,1,0,1
8460,2,458,300,216,618,0,1,0,1,0,1
8461,3,25,936,38,67,0,1,0,1,0,1
8462,2,99,76,51,5,17,1,0,1,0,0
8463,1,322,59,118,1081,0,1,0,0,1,0
8464,2,367,2117,478,19,0,1,0,0,1,1
8465,2,113,147,75,1896,0,1,0,1,0,1
8466,0,1185,175,109,148,526,1,0,0,1,1
8467,2,79,137,134,5,39,0,1,1,0,0
8468,2,60,13,81,390,0,1,0,1,0,1
8469,1,2451,282,521,613,16,1,0,0,1,1
8470,2,249,1383,598,85,142,1,0,0,1,1
8471,1,2103,771,475,1745,10,1,0,0,1,1
8472,1,1840,244,437,890,7,1,0,0,1,1
8473,1,1077,130,203,1376,1,1,0,0,1,1
8474,3,718,41,9,350,0,1,0,0,1,1
8475,2,13,8,9,3,0,0,1,1,0,0
8476,2,74,174,36,0,28,1,0,0,1,0
8477,2,137,48,50,5,43,1,0,1,0,0
8478,2,73,0,31,2,0,0,1,0,1,0
8479,3,15,642,27,73,0,1,0,1,0,0
8480,0,554,94,1,82,85,1,0,1,0,1
8481,2,637,1223,483,1440,0,1,0,1,0,1
8482,1,2622,919,377,663,52,1,0,0,1,1
8483,2,25,14,21,0,0,1,0,1,0,0
8484,3,1582,551,136,656,0,1,0,0,1,1
8485,2,45,1,78,224,0,1,0,1,0,1
8486,2,145,45,127,14,0,1,0,0,1,1
8487,1,1478,451,221,618,14,1,0,0,1,1
8488,0,379,58,70,154,0,1,0,0,1,1
8489,2,18,70,70,402,0,1,0,1,0,1
8490,1,1210,1595,261,920,120,1,0,0,1,1
8491,2,28,6,23,74,0,0,1,1,0,0
8492,1,271,185,184,466,19,1,0,0,1,1
8493,1,569,85,183,643,0,1,0,0,1,1
8494,3,547,30,24,112,0,1,0,1,0,1
8495,3,626,140,34,164,0,1,0,0,1,1
8496,2,180,578,271,4,138,1,0,0,1,1
8497,1,476,138,240,376,18,0,1,0,1,0
8498,3,669,81,24,139,0,1,0,1,0,1
8499,1,486,242,155,201,14,0,1,0,1,0
8500,3,34,3773,54,162,0,1,0,1,0,1
8501,0,24,0,2,1,0,1,0,1,0,0
8502,0,285,26,5,97,0,0,1,1,0,0
8503,1,1370,42,360,1506,3,1,0,0,1,1
8504,3,190,28,25,7,0,1,0,1,0,1
8505,2,36,166,58,1,38,1,0,1,0,0
8506,1,215,136,78,1,8,1,0,1,0,0
8507,3,26,0,2,0,0,0,1,0,1,0
8508,3,25,18,27,69,0,1,0,0,1,1
8509,3,34,0,1,0,0,1,0,0,1,0
8510,1,2574,111,441,929,34,1,0,0,1,1
8511,2,56,2,10,0,0,1,0,0,1,0
8512,1,1550,153,263,438,10,1,0,0,1,1
8513,2,166,176,150,46,84,1,0,1,0,1
8514,2,111,108,118,27,47,1,0,1,0,1
8515,0,1153,744,15,200,251,1,0,0,1,1
8516,3,44,231,81,62,0,1,0,1,0,1
8517,0,242,66,17,111,0,1,0,0,1,0
8518,3,46,61,13,19,0,1,0,1,0,0
8519,2,649,378,254,732,0,1,0,1,0,1
8520,1,957,123,211,550,30,1,0,0,1,1
8521,0,277,118,31,137,0,1,0,0,1,1
8522,3,34,250,58,83,0,1,0,1,0,1
8523,2,19,0,31,97,0,1,0,1,0,0
8524,3,84,3598,37,150,0,1,0,0,1,1
8525,1,1144,1112,488,1599,214,0,1,0,1,0
8526,2,30,21,36,139,0,1,0,1,0,0
8527,2,178,865,348,22,215,1,0,0,1,1
8528,2,16,0,23,90,0,0,1,1,0,0
8529,0,200,53,9,112,0,0,1,1,0,0
8530,3,44,137,20,70,0,1,0,0,1,1
8531,2,80,107,219,9,43,1,0,1,0,1
8532,3,170,0,15,0,0,1,0,0,1,0
8533,2,368,5,108,360,0,0,1,1,0,0
8534,2,2,1,7,47,0,0,1,1,0,0
8535,2,78,11,50,6,7,1,0,0,1,1
8536,3,25,124,26,87,0,1,0,1,0,1
8537,1,1382,865,228,1137,25,1,0,0,1,1
8538,3,1,135,5,15,0,0,1,0,1,0
8539,2,12,7,19,0,0,0,1,0,1,0
8540,0,289,327,3,195,83,1,0,1,0,0
8541,1,165,72,77,175,0,1,0,0,1,0
8542,1,290,14,119,516,1,1,0,1,0,1
8543,2,130,110,23,293,0,0,1,0,1,0
8544,3,51,80,83,99,0,1,0,1,0,0
8545,2,103,837,243,14,144,1,0,0,1,1
8546,1,217,44,240,876,1,1,0,0,1,0
8547,3,32,156,52,26,0,1,0,1,0,0
8548,3,114,410,89,99,0,1,0,1,0,1
8549,0,544,160,12,150,109,1,0,0,1,1
8550,3,28,44,17,73,0,1,0,0,1,1
8551,1,1584,638,368,952,115,1,0,0,1,1
8552,2,201,18,53,154,0,0,1,1,0,0
8553,0,109,7,14,12,0,1,0,0,1,0
8554,2,383,198,326,18,0,1,0,0,1,1
8555,3,121,140,27,175,0,1,0,0,1,1
8556,3,11,25,22,0,0,1,0,1,0,0
8557,2,207,45,56,5,26,1,0,1,0,0
8558,3,33,298,24,71,0,1,0,0,1,1
8559,2,103,35,7,0,0,0,1,1,0,0
8560,1,355,46,230,504,0,1,0,1,0,0
8561,0,13,0,3,80,0,1,0,1,0,1
8562,1,559,371,196,637,1,1,0,0,1,1
8563,1,1479,232,272,686,24,1,0,0,1,1
8564,1,661,345,195,307,100,0,1,0,1,0
8565,2,144,97,11,1,18,1,0,0,1,0
8566,0,515,64,19,101,0,0,1,1,0,0
8567,2,56,149,80,691,0,1,0,1,0,1
8568,0,107,0,1,0,0,0,1,0,1,0
8569,2,117,99,59,200,0,0,1,1,0,0
8570,1,794,1686,333,774,56,1,0,0,1,1
8571,2,177,78,83,174,0,0,1,1,0,0
8572,2,116,108,238,1521,0,1,0,0,1,1
8573,1,900,768,302,478,55,0,1,0,1,0
8574,3,66,6,30,34,0,1,0,0,1,1
8575,2,155,1075,273,13,90,1,0,0,1,1
8576,0,746,199,220,0,0,1,0,0,1,1
8577,1,725,142,197,629,9,1,0,0,1,1
8578,0,868,259,24,186,201,1,0,0,1,1
8579,0,174,146,5,87,0,0,1,1,0,0
8580,1,127,873,208,1444,8,1,0,0,1,1
8581,1,101,53,32,23,3,0,1,0,1,0
8582,3,21,90,18,65,0,1,0,0,1,1
8583,3,50,114,31,65,0,1,0,1,0,1
8584,2,102,75,238,28,102,1,0,0,1,1
8585,0,42,7,5,114,0,1,0,0,1,0
8586,2,102,78,140,4,24,0,1,0,1,0
8587,2,257,1005,228,25,0,1,0,1,0,1
8588,3,292,303,45,119,0,1,0,0,1,0
8589,1,660,518,382,844,30,1,0,0,1,1
8590,0,201,8,10,135,0,1,0,0,1,1
8591,3,10,6,5,66,0,1,0,1,0,1
8592,1,2232,278,553,882,79,1,0,0,1,1
8593,0,376,81,25,121,0,1,0,0,1,1
8594,2,349,777,343,12,0,1,0,0,1,1
8595,2,18,1,12,4,0,0,1,1,0,0
8596,0,572,215,99,142,122,1,0,1,0,1
8597,2,95,215,93,13,0,1,0,0,1,1
8598,3,71,250,43,89,0,1,0,1,0,1
8599,3,68,577,43,93,0,1,0,1,0,1
8600,1,190,14,70,0,1,1,0,0,1,0
8601,0,490,44,45,133,187,1,0,0,1,1
8602,0,141,6,26,82,0,1,0,0,1,1
8603,2,168,212,428,19,95,1,0,0,1,1
8604,3,1476,221,51,274,0,1,0,0,1,1
8605,1,904,144,296,1084,14,1,0,0,1,0
8606,1,283,239,131,2,9,0,1,1,0,0
8607,0,119,111,60,0,0,1,0,0,1,1
8608,2,160,705,164,23,0,1,0,0,1,1
8609,0,232,31,26,114,0,1,0,0,1,1
8610,2,73,15,69,431,0,1,0,1,0,1
8611,1,415,15,157,576,1,1,0,0,1,1
8612,3,1,16,1,25,0,0,1,0,1,0
8613,2,15,0,31,130,0,0,1,1,0,0
8614,1,962,1892,147,411,46,1,0,0,1,1
8615,0,17,62,8,3,0,1,0,0,1,0
8616,3,93,1318,333,69,0,1,0,1,0,1
8617,1,2896,384,641,674,13,1,0,0,1,1
8618,2,193,74,63,15,0,0,1,1,0,0
8619,2,196,794,217,21,0,1,0,1,0,0
8620,2,335,352,58,4,96,1,0,0,1,1
8621,1,158,46,57,102,2,0,1,0,1,0
8622,1,383,519,324,668,1,1,0,0,1,1
8623,0,927,254,11,200,120,1,0,0,1,1
8624,2,223,296,188,6,93,1,0,0,1,1
8625,1,1546,677,417,604,52,1,0,0,1,1
8626,0,699,185,30,201,224,1,0,0,1,1
8627,3,17,193,13,66,0,1,0,1,0,1
8628,2,123,0,28,4,0,0,1,1,0,0
8629,3,74,1608,35,61,0,1,0,1,0,1
8630,1,2111,731,380,1229,61,1,0,0,1,1
8631,3,71,210,65,79,0,1,0,0,1,1
8632,3,13,7,15,31,0,1,0,1,0,1
8633,2,36,0,8,108,0,0,1,1,0,0
8634,0,330,144,43,0,0,1,0,0,1,1
8635,2,40,11,56,384,0,1,0,1,0,0
8636,2,177,68,144,11,81,1,0,0,1,1
8637,0,615,7,38,0,0,1,0,1,0,1
8638,1,261,1995,391,905,27,0,1,0,1,0
8639,1,1209,190,342,1482,15,1,0,0,1,0
8640,1,1816,1464,462,575,70,1,0,0,1,1
8641,2,311,1231,141,21,0,1,0,0,1,1
8642,1,1282,296,202,794,13,1,0,0,1,1
8643,2,62,0,62,200,0,0,1,0,1,0
8644,3,172,0,16,152,0,1,0,1,0,1
8645,2,130,15,36,444,0,0,1,1,0,0
8646,2,73,18,20,95,0,1,0,1,0,0
8647,0,839,284,10,115,146,1,0,0,1,1
8648,2,56,29,88,195,0,1,0,0,1,1
8649,0,645,26,106,80,0,1,0,0,1,0
8650,3,476,2,35,150,0,1,0,0,1,1
8651,1,32,208,25,11,0,0,1,1,0,0
8652,0,533,199,72,186,137,1,0,1,0,1
8653,2,105,238,81,26,45,1,0,0,1,1
8654,1,267,81,74,202,43,1,0,0,1,0
8655,3,53,18,55,3,0,1,0,1,0,1
8656,0,789,43,35,135,0,1,0,0,1,1
8657,2,383,124,232,777,0,1,0,1,0,1
8658,1,4037,915,565,770,32,1,0,0,1,1
8659,1,1885,430,298,601,38,1,0,0,1,1
8660,0,301,8,1,119,11,1,0,1,0,0
8661,0,461,137,5,79,7,1,0,1,0,1
8662,1,1352,446,307,1170,23,1,0,0,1,1
8663,3,711,135,91,188,0,1,0,0,1,1
8664,0,663,17,31,88,90,1,0,0,1,0
8665,0,84,0,25,73,0,1,0,0,1,1
8666,2,5,32,8,70,0,1,0,1,0,0
8667,3,0,0,1,11,0,1,0,0,1,0
